Compound_Id	Well_Id	Is_Ref	Conc_uM	Rel_Cell_Count	Induction	Cluster_AKT_PI3K_MTOR	Cluster_Aurora	Cluster_BET	Cluster_DNA_Synth	Cluster_HDAC	Cluster_HSP90	Cluster_LCH	Cluster_Na_K-ATPase	Cluster_Protein_Synth	Cluster_Pyrimidine_Synth	Cluster_Tubulin	Cluster_Uncoupler	Cluster_High	Cluster_Sim	Trivial_Name	Known_Act	Chiral	Smiles
247272	247272:02:03_30.00	True	30.0	97	6.7	0.0	0.0	52.7	0.0	48.6	35.0	68.4	10.7	40.0	0.0	60.4	36.5	LCH	68.4	Isoetharine mesylate	beta-Adrenoceptor agonist, bronchodilator, Beta adrenergic agonist.	False	CCC(NC(C)C)C(O)c1ccc(O)c(O)c1
280614	280614:01:03_30.00	True	30.0	80	21.4	45.8	28.6	0.0	85.8	0.0	28.5	0.0	0.0	0.0	55.1	0.0	0.0	DNA_Synth	85.8	Hydroquinone, 1,4-Benzenediol	arachidonate 12-Lipoxygenase inhibitor, antioxidant.	False	Oc1ccc(O)cc1
280663	280663:01:03_30.00	True	30.0	105	37.0	0.0	0.0	72.8	0.0	74.9	32.1	79.8	31.8	53.7	0.0	72.8	41.8	LCH	79.8	L-750,667 trihydrochloride	selective D4 dopamine receptor antagonist.	False	Ic1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1
280697	280697:01:03_30.00	True	30.0	103	49.9	0.0	0.0	57.7	1.3	51.4	0.0	61.4	43.4	33.1	0.0	70.8	38.5	Tubulin	70.8	Metrifudil	adenosine receptor agonist which displays some selectivity for the A2 receptor type.	False	Cc1ccccc1CNc1ncnc2c1ncn2C1OC(CO)C(O)C1O
247002	247002:02:03_30.00	True	30.0	103	7.9	39.8	0.0	11.4	30.5	8.5	11.0	32.2	0.0	12.6	8.2	12.5	18.8	AKT_PI3K_MTOR	39.8	Isotretinoin	anti-inflammatory and antitumor actions mediated through RAR-beta and RAR-alpha receptors, antiacne, antineoplastic.	False	CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
280639	280639:01:03_30.00	True	30.0	108	57.9	0.0	0.0	82.2	0.0	77.4	9.5	94.8	37.9	57.2	0.0	77.7	48.9	LCH	94.8	ML-7 (hydrochloride)	ML-7 hydrochloride is a naphthalene sulphonamide derivative, potently inhibits MLCK (IC50=300 nM). ML-7 hydrochloride also inhibits YAP/TAZ.	False	O=S(=O)(c1cccc2c(I)cccc12)N1CCCNCC1
280898	280898:01:03_30.00	True	30.0	91	13.0	9.4	0.0	57.5	0.0	58.0	37.8	82.1	11.9	46.1	0.0	59.8	55.3	LCH	82.1	Ro 8-4304	NR2B-selective, noncompetitive NMDA receptor antagonist.	False	NC(=O)c1ccc(OCC(O)CN2CC=C(c3ccc(F)cc3)CC2)cc1
280124	280124:01:03_30.00	True	30.0	86	10.0	1.9	0.0	29.0	0.0	27.8	48.7	59.1	0.0	24.6	0.0	44.6	13.6	LCH	59.1	CPNQ	prevents huntingtin-mediated proteosome dysfunction and reduces alpha-synuclein-mediated toxicity, promotes inclusion formation in cellular models of Huntington's and Parkinson's disease.	False	O=C(c1ccc(Cl)cc1)N1CCN(c2ccc([N+](=O)[O-])c3ncccc23)CC1
280921	280921:01:04_30.00	True	30.0	57	49.4	50.5	31.1	0.0	82.3	0.0	9.3	0.0	0.0	0.0	74.0	0.0	0.0	DNA_Synth	82.3	SU 9516	cylcin-dependent kinase-2 (Cdk-2) inhibitor, induces apoptosis in colon cancer cells.	False	COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2
247178	247178:02:03_30.00	True	30.0	103	37.8	0.0	0.0	62.6	0.0	65.2	29.4	88.8	21.8	33.3	0.0	62.6	30.1	LCH	88.8	Pirenperone, R-47,465	5-HT2 Serotonin receptor antagonist, 5-HT2 antagonist, 5ht2 receptor antagonist.	False	Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1
247072	247072:02:03_30.00	True	30.0	91	82.0	0.0	0.0	83.5	0.0	79.6	12.5	93.1	39.0	55.2	0.0	75.7	59.5	LCH	93.1	Maprotiline (hydrochloride)	Maprotiline hydrochloride is a selective noradrenalin re-uptake inhibitor and a tetracyclic antidepressant.Target: OthersMaprotiline (sold as Deprilept, Ludiomil, Psymion) is a tetracyclic antidepressant (TeCA). However, Maprotiline's fourth ring is spurious, as formed by a bridge across the central tricyclic ring. It is a strong norepinephrine reuptake inhibitor with only weak effects on serotonin and dopamine reuptake. It exerts strong blocking effect at H1 receptors, moderate at 5-HT2 and alpha1 and weak blocking effect at D2 and mACh postsynaptic receptors [1, 2].	False	CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12
280638	280638:01:03_30.00	True	30.0	96	8.5	0.0	0.0	58.5	0.0	55.5	33.0	72.9	11.5	45.4	0.0	62.7	39.5	LCH	72.9	R(-)-Isoproterenol (+)-bitartrate	sympathomimetic amine acting almost exclusively on beta adrenoceptors, bronchodilator, active enantiomer of Isoproterenol.	False	CC(C)NC[C@H](O)c1ccc(O)c(O)c1
280891	280891:01:03_30.00	True	30.0	103	9.8	0.0	0.0	41.0	0.0	43.1	57.1	42.8	19.2	39.9	0.0	53.4	32.0	HSP90	57.1	REV 5901	leukotriene D4 receptor antagonist.	False	CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1
281027	281027:01:04_30.00	True	30.0	94	6.9	39.7	0.0	0.0	65.1	0.0	45.8	6.9	0.0	0.0	48.9	0.0	0.7	DNA_Synth	65.1	U0126	specific inhibitor of MEK1 and MEK2 (MAP kinase kinase, MAPKK), also inhibits a constitutively active, mutant form of MEK.	False	N#CC(=C(\N)Sc1ccccc1N)/C(C#N)=C(/N)Sc1ccccc1N
280745	280745:01:03_30.00	True	30.0	85	27.1	18.6	0.0	34.8	0.0	25.5	57.5	46.7	12.0	44.7	0.0	57.3	45.7	HSP90	57.5	Mifepristone, RU-486	progesterone receptor antagonist.	False	CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
280273	280273:01:03_30.00	True	30.0	91	7.6	0.0	2.3	52.0	0.0	51.0	0.0	43.9	52.4	51.4	0.0	60.1	44.7	Tubulin	60.1	L-732,138	competitive antagonist at substance P receptors, approximately 1000-fold more potent at cloned human NK-1 receptors than at cloned human NK-2 and NK-3 receptors.	False	CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1
280874	280874:01:03_30.00	True	30.0	83	66.3	0.0	0.0	56.7	0.0	57.8	22.8	83.6	20.1	37.7	0.0	55.5	27.9	LCH	83.6	Quinidine sulfate	Na+ channel blocker and Class I antiarrythmic, alkaloid isolated from the bark of the Cinchona family of South American trees.	False	C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
280163	280163:01:03_30.00	True	30.0	102	5.4	52.5	14.6	0.0	72.7	0.0	34.4	0.0	0.0	0.0	59.1	0.0	0.0	DNA_Synth	72.7	SMER28	SMER28 is a positive regulator of autophagy acting via an mTOR-independent mechanism. SMER28 prevents the accumulation of amyloid beta peptide.	False	C=CCNc1ncnc2ccc(Br)cc12
280733	280733:01:03_30.00	True	30.0	74	21.4	20.9	39.1	0.0	85.8	0.0	0.0	0.0	0.0	0.0	51.3	0.0	0.0	DNA_Synth	85.8	Metrazoline oxalate	potent and selective imidazoline binding site ligand.	False	Cc1ccccc1/C=C/C1=NCCN1
280683	280683:01:03_30.00	True	30.0	93	53.9	0.0	0.0	55.2	0.0	50.9	3.0	48.3	43.9	50.9	0.0	54.2	24.9	BET	55.2	Methoctramine tetrahydrochloride	selective M2 muscarinic acetylcholine receptor antagonist.	False	COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC
247071	247071:02:03_30.00	True	30.0	107	11.6	0.0	0.0	55.8	0.0	60.5	20.4	35.6	46.3	48.9	0.0	58.6	50.3	HDAC	60.5	Clorgyline hydrochloride	Clorgyline hydrochloride is an irreversible and selective inhibitor of monoamine oxidase A (MAO-A) that is used in scientific research; structurally related to Pargyline.	False	C#CCN(C)CCCOc1ccc(Cl)cc1Cl
280602	280602:01:03_30.00	True	30.0	92	17.4	4.7	0.0	50.8	0.0	60.5	54.7	73.7	21.7	40.1	0.0	55.8	38.8	LCH	73.7	PPT	specific estrogen receptor alpha (ERalpha) agonist.	False	CCCc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(O)cc1
280642	280642:01:03_30.00	True	30.0	105	8.8	0.0	0.0	60.9	0.0	52.7	18.0	71.9	15.5	55.5	0.0	69.5	50.5	LCH	71.9	Isoprenaline (hydrochloride)	Isoprenaline hydrochloride is a non-selective .b.-adrenergic receptor agonist with potent peripheral vasodilator, bronchodilator, and cardiac stimulating activities.	False	CC(C)NCC(O)c1ccc(O)c(O)c1
280633	280633:01:03_30.00	True	30.0	99	13.8	66.3	0.0	0.0	65.0	0.0	33.5	11.4	0.0	0.0	43.2	0.0	0.0	AKT_PI3K_MTOR	66.3	HA-100	inhibitor of protein kinase A (PKA), protein kinase C (PKC) and myosin light chain kinase (MLCK).	False	O=S(=O)(c1cccc2ncccc12)N1CCNCC1
280962	280962:01:03_30.00	True	30.0	100	32.6	0.0	0.0	41.3	0.0	44.9	40.1	63.5	3.2	27.1	0.0	49.4	17.9	LCH	63.5	SB 218795	non-peptide NK3 tachykinin receptor antagonist.	False	COC(=O)[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1
280841	280841:01:03_30.00	True	30.0	100	9.0	0.0	0.0	77.4	0.0	72.4	8.5	77.3	38.2	64.2	0.0	70.4	54.2	BET	77.4	Phenylephrine hydrochloride	alpha1 Adrenoceptor agonist, mydriatic, decongestant.	False	CNC[C@H](O)c1cccc(O)c1
280767	280767:01:03_30.00	True	30.0	106	16.9	0.0	0.0	63.0	0.0	62.3	11.4	90.5	11.1	32.8	0.0	60.4	29.0	LCH	90.5	NAN-190 (hydrobromide)	NAN-190 hydrobromide is a serotonin receptor 5-HT antagonist. NAN-190 is a selective antagonist of 5-HT1A.	False	COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1
280130	280130:01:04_30.00	True	30.0	91	40.6	21.1	31.3	0.0	44.6	0.0	10.2	0.0	0.0	0.0	68.7	0.0	0.0	Pyrimidine_Synth	68.7	Ro 90-7501	inhibits amyloid beta42 (Abeta42) fibril formation.	False	Nc1ccc(-c2nc3ccc(-c4nc5cc(N)ccc5[nH]4)cc3[nH]2)cc1
280894	280894:01:03_30.00	True	30.0	91	20.9	2.5	0.0	46.0	2.1	43.1	22.1	81.1	0.0	25.9	0.0	51.1	28.9	LCH	81.1	Ro 25-6981 hydrochloride	NR2B-selective, NMDA glutamate receptor antagonist.	False	C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1
280148	280148:01:03_30.00	True	30.0	92	13.0	0.0	0.0	54.8	0.0	55.3	48.7	48.4	31.2	57.7	0.0	63.4	59.7	Tubulin	63.4	CI-976	potent and selective acyl coenzyme A: cholesterol acyltransferase inhibitor.	False	CCCCCCCCCCC(C)(C)C(=O)Nc1c(OC)cc(OC)cc1OC
280750	280750:01:03_30.00	True	30.0	105	6.7	65.7	0.0	0.0	76.6	0.0	14.0	0.0	0.0	0.0	51.5	0.0	5.0	DNA_Synth	76.6	H-8 dihydrochloride	potent inhibitor of cAMP- and cGMP-dependent protein kinase.	False	CNCCNS(=O)(=O)c1cccc2cnccc12
280801	280801:01:03_30.00	True	30.0	107	10.9	0.0	0.0	65.4	0.0	63.5	10.0	74.2	39.8	43.2	0.0	74.2	32.8	LCH	74.2	S(-)-3PPP hydrochloride, Preclamol hydrochloride	dopamine autoreceptor agonist, postsynaptic dopamine receptor antagonist.	False	CCCN1CCC[C@@H](c2cccc(O)c2)C1
245512	245512:02:03_30.00	True	30.0	115	40.6	0.0	0.0	78.2	0.0	71.5	0.0	62.5	52.4	65.2	0.0	78.7	33.7	Tubulin	78.7	Norcantharidin	demethylated form of cantharidin with antitumor properties, potent inhibitor of the serine/threonine protein phosphatase 2A (PP2A).	False	O=C1OC(=O)C2C3CCC(O3)C12
280871	280871:01:03_30.00	True	30.0	99	9.7	3.5	0.0	52.1	0.0	51.6	35.7	72.6	14.1	39.9	0.0	52.7	40.1	LCH	72.6	Quipazine, 6-nitro-, maleate	potent and selective serotonin reuptake inhibitor.	False	O=[N+]([O-])c1ccc2nc(N3CCNCC3)ccc2c1
280802	280802:01:03_30.00	True	30.0	95	44.0	0.0	0.0	67.8	0.0	64.0	24.3	90.6	19.6	38.8	0.0	65.9	43.9	LCH	90.6	(±)-PPHT hydrochloride	potent D2 dopamine receptor agonist.	False	CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1
280165	280165:01:03_30.00	True	30.0	100	37.5	0.0	0.0	61.5	0.0	56.2	21.1	87.3	22.3	22.5	0.0	57.9	38.9	LCH	87.3	A-3 (hydrochloride)	A-3 hydrochloride is a potent, cell-permeable, reversible, ATP-competitive non-selective antagonist of various kinases. It against PKA (Ki=4.3 uM), casein kinase II (Ki=5.1 uM) and myosin light chain kinase (MLCK) (Ki=7.4 uM). A-3 hydrochloride also inhibits PKC and casein kinase I with Ki values of 47 uM and 80 uM, respectively.	False	NCCNS(=O)(=O)c1cccc2c(Cl)cccc12
247008	247008:02:03_30.00	True	30.0	101	22.6	0.0	0.0	71.0	0.0	68.6	0.0	90.7	40.3	44.6	0.0	59.7	33.5	LCH	90.7	Doxepin (Hydrochloride)	Doxepin hydrochloride is an orally active tricyclic antidepressant agent. Doxepin hydrochloride is a potent and selective histamine receptor H1 antagonist. Doxepin hydrochloride is also a potent CYP450 inhibitor and significantly inhibits CYP450 2C19 and 1A2.	False	CN(C)CC/C=C1\c2ccccc2COc2ccccc21
280118	280118:01:03_30.00	True	30.0	96	8.6	0.0	0.0	75.0	0.0	72.4	42.2	63.6	34.0	66.1	0.0	76.2	68.6	Tubulin	76.2	Ciproxifan hydrochloride	H3 histamine receptor antagonist.	False	O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1
280500	280500:01:03_30.00	True	30.0	91	7.1	0.0	0.0	55.2	0.0	56.1	30.2	70.2	17.9	52.9	0.0	60.9	37.9	LCH	70.2	N-Methyldopamine hydrochloride, Epinine hydrochloride	dopamine receptor agonist.	False	CNCCc1ccc(O)c(O)c1
280705	280705:01:03_30.00	True	30.0	102	5.9	10.0	0.0	19.0	0.0	16.6	48.3	38.5	5.4	22.9	0.0	30.7	3.2	HSP90	48.3	MRS 1845, N-Propargylnitrendipene	store-operated calcium (SOC) channel inhibitor.	False	C#CCN1C(C)=C(C(=O)OC)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C
280611	280611:01:03_30.00	True	30.0	89	11.6	0.0	0.0	71.0	0.0	69.8	25.0	82.0	26.7	45.5	0.0	72.8	37.6	LCH	82.0	(±)-7-Hydroxy-DPAT hydrobromide, (±)-7-OH-DPAT HBr, (±)-Hydroxy-dipropylaminotetralin hydrobromide	selective D3 dopamine receptor agonist.	False	CCCN(CCC)C1CCc2ccc(O)cc2C1
281007	281007:01:03_30.00	True	30.0	58	53.2	7.6	39.0	10.6	0.0	23.0	73.0	32.2	5.9	31.8	0.0	48.7	13.5	HSP90	73.0	Taxol, Paclitaxel.	antitumor agent, promotes assembly of microtubules and inhibits tubulin disassembly process, antineoplastic.	True	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
280198	280198:01:03_30.00	True	30.0	100	83.4	0.0	0.0	87.3	0.0	83.5	22.3	92.0	44.3	63.4	0.0	79.3	60.8	LCH	92.0	GW405833 hydrochloride	it is a selective cannabanoid CB2 receptor agonist; analgesic. GW405833 binds with high affinity at both human and rat CB2 receptors (Ki¿s 3.9 and 3.6 nM); acts as a partial agonist (50% inhibition of forskolin-stimulated cAMP formation compared to full agonist CP55,940). GW405833 has potent analgesic activity in rat models of inflammatory, neuropathic and incisional pain; devoid of CNS effects common with CB1 agonists.	False	COc1ccc2c(c1)c(CCN1CCOCC1)c(C)n2C(=O)c1cccc(Cl)c1Cl
280915	280915:01:04_30.00	True	30.0	100	21.6	0.0	0.0	56.0	0.0	49.4	38.6	52.6	38.3	37.5	0.0	80.9	31.9	Tubulin	80.9	SB 200646 hydrochloride	5-HT 2C/2B serotonin receptor antagonist.	False	CN1CCc2cc(NC(=O)Nc3cccnc3)ccc21
280159	280159:01:03_30.00	True	30.0	97	8.5	0.0	0.0	60.7	0.0	59.7	36.9	62.6	46.6	42.3	0.0	72.7	44.6	Tubulin	72.7	BF-170 hydrochloride	exhibits 3-fold greater binding affinity to tau than amyloid beta fibrils. Does not inhibit amyloid beta.	False	Nc1ccc(-c2ccc3ccccc3n2)cc1
280178	280178:01:03_30.00	True	30.0	80	39.6	80.7	0.0	10.9	15.4	6.0	41.8	33.9	0.0	26.4	9.9	18.3	61.4	AKT_PI3K_MTOR	80.7	NU6027	selective cyclin-dependent kinase-2 (CDK2) inhibitor.	False	Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1
280695	280695:01:03_30.00	True	30.0	104	28.3	0.0	0.0	53.5	0.0	54.8	17.1	86.8	26.2	17.5	0.0	52.1	19.4	LCH	86.8	p-MPPI hydrochloride	selective 5-HT1A serotonin receptor antagonist which crosses the blood-brain barrier.	False	COc1ccccc1N1CCN(CCN(C(=O)c2ccc(I)cc2)c2ccccn2)CC1
392775	392775:01:09_00.20	True	0.2	97	8.8	0.0	1.9	30.2	0.0	32.4	36.5	42.0	10.8	22.8	0.0	40.7	2.9	LCH	42.0	GSK1904529A	GSK1904529A is a potent, selective, orally active, and ATP-competitive inhibitor of insulin-like growth factor-1 receptor (IGF-1R) and insulin receptor (IR), with IC50s of 27 and 25 nM, respectively. GSK1904529A shows poor activity (IC50>1 uM) in 45 other serine/threonine and tyrosine kinases. GSK1904529A exhibits anti-tumor activity.	False	CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1
392556	392556:01:09_00.20	True	0.2	87	8.3	46.3	4.1	0.0	82.9	0.0	0.0	0.0	0.0	0.0	71.7	0.0	0.0	DNA_Synth	82.9	AT7519	AT7519 is a multi-CDK inhibitor for CDK1, 2, 4, 6 and 9 with IC50 of 10-210 nM. It is less potent to CDK3 and little active to CDK7. Phase 1.	False	O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
392782	392782:01:09_00.20	True	0.2	95	23.3	53.2	0.0	22.2	8.8	24.8	48.1	40.4	0.0	37.0	0.0	38.7	55.5	Uncoupler	55.5	CHIR-124	CHIR-124 is a novel and potent Chk1 inhibitor with IC50 of 0.3 nM. It shows 2,000-fold selectivity against Chk2, 500- to 5,000-fold less activity against CDK2/4 and Cdc2.	False	O=c1[nH]c2ccc(Cl)cc2c(N[C@@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1
392667	392667:01:09_00.20	True	0.2	106	5.9	46.6	0.0	0.0	20.7	0.0	47.2	15.7	0.0	0.0	32.0	0.0	0.0	HSP90	47.2	CP-673451	CP-673451 is a potent and selective inhibitor of PDGFR with IC50s of 10 and 1 nM for PDGFR.a. and PDGFR.b., respectively.	False	COCCOc1ccc2c(c1)ncn2-c1ccc2cccc(N3CCC(N)CC3)c2n1
392158	392158:01:02_00.20	True	0.2	82	24.2	25.0	0.0	6.9	15.4	25.7	23.8	22.3	22.7	13.5	6.1	7.8	29.7	Uncoupler	29.7		inhibitor of Akt1/2/3 (IC50 = 0.003/0.063/0.002 µM); Discovery of 5-pyrrolopyridinyl-2-thiophenecarboxamides as potent AKT kinase inhibitors. Bioorg Med Chem Lett. 2009 Apr 15;19(8):2244-8.	True	COc1ccc(C[C@@H](CN)NC(=O)c2cc(Br)c(-c3ccnc4[nH]ccc34)s2)cc1
392664	392664:01:09_00.20	True	0.2	91	8.3	0.0	16.0	10.5	0.0	30.0	5.9	0.0	20.4	3.9	0.0	4.3	16.6	HDAC	30.0	BYL719	BYL719 is a potent and selective PI3K¿ inhibitor with IC50 of 5 nM, and minimal effect on PI3Kß/¿/¿. Phase 1/2.	False	Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1
392593	392593:01:09_00.20	True	0.2	92	7.3	25.1	0.0	29.8	14.7	17.5	9.9	36.1	9.7	10.6	0.0	58.8	43.0	Tubulin	58.8	TAK-901	TAK-901 is a multi-targeted aurora inhibitor with IC50s of 21 and 15 nM for aurora A and B, respectively.	False	CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1
392681	392681:01:09_00.20	True	0.2	112	7.1	0.0	0.0	63.5	0.0	67.7	23.9	37.0	58.8	50.7	0.0	58.4	54.0	HDAC	67.7	PF-477736	PF-477736 is a selective, potent and ATP-competitive Chk1 inhibitor with Ki of 0.49 nM and also inhibits VEGFR2, Aurora-A, FGFR3, Flt3, Fms (CSF1R), Ret and Yes. It shows ~100-fold selectivity for Chk1 than Chk2. Phase 1.	False	Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1
392315	392315:01:02_00.20	True	0.2	94	5.2	41.2	0.0	11.2	11.4	18.4	36.9	19.9	0.0	42.1	0.0	14.1	45.6	Uncoupler	45.6		inhibitor of Rho-associated protein kinase 1 (IC50 = 0.002 µM); Potent, Selective and Orally Bioavailable Dihydropyrimidine Inhibitors of Rho Kinase (ROCK1) as Potential Therapeutic Agents for Cardiovascular Diseases.    J Med Chem. 2008,  51(21),  6631-6634.	False	COc1cc(C2=NC(C)=C(C(=O)Nc3ccc4[nH]ncc4c3)C(c3ccc(Cl)cc3F)N2)ccn1
392577	392577:01:09_00.20	True	0.2	98	17.8	76.6	0.0	0.0	35.2	0.0	31.2	0.0	0.0	6.1	31.0	0.0	46.3	AKT_PI3K_MTOR	76.6	RAF265	RAF265 is a potent RAF/VEGFR2 inhibitor.	False	Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4nc(C(F)(F)F)c[nH]4)c3)ccc21
392566	392566:01:09_00.20	True	0.2	109	10.9	58.0	0.0	0.0	43.4	0.0	7.4	0.0	0.0	0.0	44.2	0.0	4.9	AKT_PI3K_MTOR	58.0	AT7867	AT7867 is a potent ATP-competitive inhibitor of Akt1/Akt2/Akt3 and p70S6K/PKA with IC50s of 32 nM/17 nM/47 nM and 85 nM/20 nM, respectively.	False	Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1
392505	392505:01:09_00.20	True	0.2	96	9.8	13.8	0.0	0.0	0.0	0.0	29.3	0.0	10.3	0.0	41.8	0.0	0.0	Pyrimidine_Synth	41.8	OSU-03012 (AR-12)	OSU-03012 is a potent inhibitor of recombinant PDK-1 with IC50 of 5 ¿M and 2-fold increase in potency over OSU-02067.	False	NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1
392483	392483:01:10_00.20	True	0.2	100	47.0	95.2	0.0	0.0	72.1	0.0	23.1	0.0	0.0	0.0	74.2	0.0	10.2	AKT_PI3K_MTOR	95.2	Rapamycin (Sirolimus)	Rapamycin (Sirolimus, AY-22989, WY-090217) is a specific mTOR inhibitor with IC50 of ~0.1 nM.	False	CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
392341	392341:01:02_00.20	True	0.2	93	14.9	51.1	20.7	0.0	90.4	0.0	0.0	0.0	0.0	0.0	81.1	0.0	0.0	DNA_Synth	90.4		inhibitor of MAP kinase p38 alpha (IC50 = 0.17 µM); Pyrimidinylimidazole inhibitors of p38: cyclic N-1 imidazole substituents enhance p38 kinase inhibition and oral activity. Bioorg Med Chem Lett. 2001 Nov 5;11(21):2867-70.	False	CC(C)N1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(N)n2)CC1
390582	390582:02:09_00.20	True	0.2	96	28.8	0.0	0.0	85.3	0.0	81.6	3.1	85.5	49.4	55.8	0.0	75.6	58.6	LCH	85.5	PIK-93	PIK-93 is the first potent, synthetic PI4K (PI4KIII.b.) inhibitor with IC50 of 19 nM, and also inhibits PI3K.g. and PI3K.a. with IC50 of 16 nM and 39 nM, respectively.	False	CC(=O)Nc1nc(C)c(-c2ccc(Cl)c(S(=O)(=O)NCCO)c2)s1
392532	392532:01:09_00.20	True	0.2	69	43.5	46.2	2.5	0.0	70.1	0.0	9.3	9.7	0.0	0.0	37.2	0.0	1.0	DNA_Synth	70.1	PIK-75 (hydrochloride)	PIK-75 hydrochloride is a reversible DNA-PK and p110.a.-selective inhibitor, which inhibits DNA-PK, p110.a. and p110.g. with IC50s of 2, 5.8 and 76 nM, respectively. PIK-75 hydrochloride inhibits p110.a. >200-fold more potently than p110.b. (IC50=1.3 uM). PIK-75 hydrochloride induces apoptosis.	False	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12
392654	392654:01:09_00.20	True	0.2	97	14.9	36.0	35.7	0.0	89.5	0.0	8.8	0.0	0.0	0.0	72.3	0.0	0.0	DNA_Synth	89.5	BMS-265246	BMS-265246 is a potent and selective CDK1/2 inhibitor for CDK1/cyclin B and CDK2/cyclin E with IC50 of 6 nM and 9 nM, respectively. IC50 Value: 6 nM(for CDK1/cyclin B); 9 nM(for CDK2/cyclin E)Target: CDK1/2in vitro: BMS-265246 inhibits the activity of Cdk4/cycD (IC50 = 0.23 uM) and prevents A2780 Cytox with IC50 of 0.76 uM. BMS-265246 when bound to Cdk2, shows the inhibitor resides within the ATP purine binding site and forms important H-bonds with Leu83 on the protein backbone. BMS-265246 represents the most potent Cdk/Cdk2 selective analogue from this chemotype. A recent study shows that BMS-265246 inhibits cell proliferation with EC50 ranging from 0.293 uM-0.492 uM in HCT-116 cells. After treatment of BMS-265246, the dominant cell populations are G2-arrested cells having 4N DNA content, large round nuclei, and low DNA intensity.in vivo:	False	CCCCOc1c(C(=O)c2c(F)cc(C)cc2F)cnc2[nH]ncc12
392355	392355:01:02_00.20	True	0.2	103	26.1	0.0	7.9	61.1	0.0	60.2	14.5	50.8	48.5	50.9	0.0	67.3	13.5	Tubulin	67.3		inhibitor of TGF-beta receptor type I (Alk5) (IC50 = 0.025 µM); Design of novel quinazoline derivatives and related analogues as potent and selective ALK5 inhibitors. Bioorg Med Chem Lett. 2009 Apr 15;19(8):2277-81.	False	Cc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)n1
